46495,2024-02-16,631.1809800022315,конфеты,743.4721774138985
92430,2024-10-01,400.5471326761261,молоко,1262.6513394805502
67998,2024-09-01,557.9544695787387,картошка,211.49084830898536
15998,2023-12-08,385.6190956167021,картошка,1347.787164131152
82600,2023-10-27,725.9465943635015,картошка,823.8191080707961
37742,2024-06-27,97.74071314387542,мясо,1137.80896286808
55169,2024-01-13,696.4298583266337,молоко,981.2503614039744
66466,2024-01-16,811.9728133728739,торт,945.8584230851175
81953,2024-01-04,661.7511377471841,мясо,1076.3154729046944
36797,2024-08-16,178.8621790799027,картошка,807.836615835272
51665,2024-01-28,527.4365765940063,картошка,377.8439739072602
82595,2023-10-29,227.74998209068352,конфеты,108.8280144275415
68198,2024-09-14,886.6849028732047,молоко,203.28872161665967
59398,2023-10-16,956.9097037617987,конфеты,900.9388195790267
99138,2024-09-22,82.22145459390877,молоко,1173.4439754562343
29630,2024-01-12,334.6891729116763,молоко,1392.8798409722262
13461,2023-10-23,83.75281086214667,картошка,1069.5587594763738
38988,2024-06-08,213.48473223338038,торт,1290.3974191763923
22125,2024-04-16,376.344053027964,мясо,1424.6003753132607
30635,2024-09-23,335.47649607961483,мясо,469.8238952696032
80366,2024-07-06,958.4662350307847,конфеты,1420.2800009707114
90269,2024-05-19,495.35129225310834,торт,807.210691272507
36207,2024-06-24,21.86053038532194,мясо,1286.7984807492799
76636,2024-05-23,311.2358233414872,картошка,725.7939460177193
32040,2024-01-04,895.3744434605871,конфеты,257.728006375778
26510,2024-03-29,756.2878871141014,торт,1040.1116177502465
93749,2024-04-10,685.2639896834345,мясо,875.9948012717614
60784,2024-03-01,216.5191854498528,конфеты,490.7275953407655
18213,2023-12-27,986.7644586758977,картошка,1225.044429993999
70738,2024-07-01,895.403563996709,торт,378.1521607490897
71301,2023-11-16,758.5912928767756,конфеты,48.82070712633363
72291,2024-03-02,93.8965895593455,молоко,296.706781522602
75428,2024-05-09,20.4882767077961,картошка,828.3575328118345
39358,2024-01-28,151.2358298751662,мясо,748.5859634866254
63149,2024-04-30,417.10173973821037,картошка,332.36934959871985
76205,2023-11-23,472.9844272994482,торт,499.5240755638897
63910,2023-11-05,573.0709581373641,конфеты,969.018666913995
38782,2024-08-31,436.7153619969093,конфеты,1004.4930313943076
80036,2024-02-17,300.31861970693143,торт,1323.5836421551319
73749,2024-09-08,220.71196445485987,картошка,683.0350654845911
65711,2024-01-13,916.3878942744949,мясо,1304.2318807850218
54170,2024-07-28,114.02170415387359,молоко,135.3834441714821
61998,2023-12-28,443.17754214978237,молоко,779.7519076574868
44334,2024-05-02,569.8611082992654,мясо,1017.3230299192385
18453,2024-01-01,300.2684440419089,картошка,1295.508260416003
13221,2024-07-29,369.63867141680066,картошка,271.35041764047276
93914,2024-03-17,421.6788466147352,конфеты,1189.850567829468
27281,2024-04-30,589.825151756005,торт,1065.7914234170735
16678,2024-02-22,947.8144126259294,конфеты,854.3614514290792
54744,2024-02-23,685.9855043734162,молоко,1479.2137971814689
33926,2024-07-18,577.794771665977,торт,541.247815319349
65106,2024-04-22,594.0732990974165,молоко,567.4663192585842
75934,2024-01-04,897.5923977898332,торт,1216.1690388783952
86844,2024-09-08,353.9587379788482,конфеты,541.125045857106
10809,2024-01-08,573.515369016821,мясо,866.6269149822982
66385,2024-10-02,948.2373829371592,мясо,1096.8499067172554
38499,2023-12-11,181.54704013674905,конфеты,1366.3869142412252
58878,2024-09-09,824.3750757979996,торт,943.0873254027018
43746,2023-10-16,664.4071664506685,торт,650.8334198989572
69848,2024-06-22,366.35498283028977,мясо,1448.404855849845
96607,2024-01-27,113.02373632696947,мясо,215.37418098175755
90923,2023-10-26,434.687336804423,мясо,469.98286915693643
14688,2023-11-10,980.3177086738825,молоко,1180.452564046405
84754,2024-07-18,205.96660023987405,торт,1073.1038102714722
76565,2024-09-17,225.70053271903683,торт,960.1243516486402
28813,2024-04-01,574.3137074515702,торт,376.4943882319913
92364,2024-03-19,270.77346595614813,молоко,544.9382599971674
11236,2024-08-08,350.1556461510663,картошка,597.5864672644209
78330,2023-12-15,501.0470540381575,молоко,752.0764039698538
99784,2024-01-30,933.5153884767952,конфеты,995.6572618570773
49301,2024-08-07,316.84511601636945,конфеты,308.906652164782
71292,2024-05-30,412.6124655891578,картошка,853.4604929673336
52381,2024-03-03,47.73907693841968,картошка,548.048030087061
44986,2024-04-21,333.43289114213155,картошка,782.5701206470774
26673,2024-07-19,656.4653427978574,конфеты,485.92808927957213
49995,2024-09-27,995.2877359921237,молоко,57.217789579449
43859,2024-04-26,911.4226209917035,молоко,1149.4979878419929
15168,2024-08-29,37.79056131129245,мясо,1023.2308285982705
43431,2024-04-28,262.1637799628037,торт,1045.486242773849
34328,2024-08-03,108.03947747146127,картошка,178.26985357787754
61885,2023-11-03,675.2133266080522,картошка,446.12074768007557
44138,2023-12-02,350.68420866288983,конфеты,502.2727004233496
25344,2024-03-03,970.5279388646909,конфеты,791.9030614400025
50751,2024-04-18,845.9861319669128,конфеты,1335.9551723374227
50074,2024-07-29,663.5183844727732,молоко,820.6809387638142
25792,2023-11-02,707.84535707251,молоко,866.7497108479174
72622,2024-10-05,750.5042485724156,конфеты,1262.020534481047
36997,2024-01-30,144.9661647459572,мясо,1369.6546912892238
41198,2024-09-21,316.1787136033827,мясо,1325.8412656338899
29654,2024-03-23,497.5165733600389,конфеты,621.5480072849904
58504,2024-06-23,852.6473456386019,торт,1361.637081367866
56626,2024-02-12,734.6001115439296,конфеты,1230.9807609820125
22194,2024-04-28,472.53492957942217,молоко,997.2574484006553
64819,2023-10-26,925.6109527299974,конфеты,915.2316120412767
54920,2023-11-07,644.4649532837145,картошка,786.6350218059839
63917,2024-04-17,788.5920648484761,мясо,1183.565725742331
28189,2024-04-23,93.1170539047029,торт,826.5069140566326
39316,2023-11-08,299.73320698060616,картошка,1368.1478671362477
12803,2024-07-09,985.7577227086322,конфеты,1163.169141315615
12311,2023-11-18,168.7152097628798,торт,1259.5361956455833
90677,2024-02-07,691.5549072359102,молоко,356.95564094661694
94371,2023-10-29,140.4117950558327,молоко,1470.587351218685
93817,2024-08-11,196.54352958154846,торт,899.6947166757777
59317,2024-05-25,337.74871202569784,картошка,630.1821471899275
77379,2023-11-13,488.342663688171,молоко,1021.6667817150832
16836,2024-06-12,559.1230853935164,торт,597.774134001875
66810,2024-03-28,73.4752245014486,торт,59.18177506334795
90998,2023-12-21,388.83345226552046,торт,151.62680317948687
64202,2024-01-01,393.3690656943072,картошка,1320.7305993315624
65470,2023-11-28,441.2875252492172,торт,1084.671330731421
85615,2024-04-27,136.52077095553068,картошка,936.8868218930822
37029,2024-04-06,33.104055575312614,торт,476.1958527283529
74200,2024-04-22,204.2869107394185,конфеты,1276.9723075937004
58740,2024-02-28,266.49904980068925,конфеты,209.07133780215258
75455,2024-01-30,954.9177027874089,мясо,800.007712824033
74138,2024-08-16,579.1277916564486,молоко,607.4830936415724
83949,2024-09-29,856.3370037405169,мясо,262.74374348585627
86348,2023-11-22,590.3311631137659,конфеты,722.9183036010257
42152,2023-12-24,314.05263025181597,конфеты,524.881524766442
19723,2024-09-09,404.80713643618367,картошка,439.7988699368202
87273,2024-03-15,186.50418365396553,молоко,1032.9114362667474
53613,2024-09-26,750.9696051872859,молоко,884.5836832725753
80973,2023-12-10,730.062438112723,картошка,1448.6690228906702
88231,2023-10-31,756.5527468266248,конфеты,258.17876714317254
52925,2024-06-24,272.3892226351294,молоко,185.2806697465687
31621,2024-05-20,474.8606744445524,торт,149.42551567451636
88108,2024-02-08,915.1835445021285,мясо,1082.471131124124
30172,2024-06-23,965.3237340485357,мясо,526.1362781076563
